Main Meal,Side Meal,Complete Meal,Ingredients,Quantities,Meal_Ingredient_Ids
Seafood Fried Rice,potatoe cheese Balls,Seafood Fried Rice with potatoe cheese Balls,"Rice, shrimp, crab,  Oninon, Spices, curry leaves, cheese,  Potatoes,  pepper","100.0, 10.0, 10.0, 5.0, 3.0, 2.0, 30.0, 60.0, 10.0","SLA008, SLI015, SLF045, SLF006, , SLD060, SLK006, SLK009, SLG002,  SLB006,  SLK018"
Seafood Fried Rice,Vegetable Balls,Seafood Fried Rice with Vegetable Balls,"Rice, shrimp, crab,  Oninon, Spices, curry leaves, Carrot,  leeks,  Jackfruit","100.0, 10.0, 10.0, 5.0, 3.0, 2.0, 30.0, 50.0, 10.0","SLA008, SLI015, SLF045, SLF006, , SLD060, SLK006, SLK009, SLB002,  SLD055,  SLD049,  SLB006,  SLK018"
Seafood Fried Rice,Ginger Chicken,Seafood Fried Rice with Ginger Chicken,"Rice, shrimp, crab,  Oninon, Spices, curry leaves, Chicken,  Ginger,  Chillies","100.0, 10.0, 10.0, 5.0, 3.0, 2.0, 50.0, 25.0, 10.0","SLA008, SLI015, SLF045, SLF006, , SLD060, SLK006, SLK009, SLH006, SLK012, SLK002"
Vegetable Kottu,Chicken Curry,Vegetable Kottu with Chicken Curry,"Flour,  Carrot,  leeks,  Chilli, Chicken,  Coconut milk,  Spices","70.0, 20.0, 20.0, 20.0, 40.0, 10.0, 5.0","SLA018,  SLB002,  SLD055,  SLK002, SLH006, SLI005, SLK006"
Vegetable Kottu,Chicken Curry,Vegetable Kottu with Chicken Curry,"Flour,  Carrot,  leeks,  Chilli, Chicken,  Coconut milk,  Spices","70.0, 20.0, 20.0, 20.0, 40.0, 10.0, 5.0","SLA018,  SLB002,  SLD055,  SLK002, SLH006, SLI005, SLK006"
Vegetable Kottu,Devilled Chicken,Vegetable Kottu with Devilled Chicken,"Flour,  Carrot,  leeks,  Chilli, Chicken,  Chili,  Curry leaves, Onion","70.0, 20.0, 20.0, 20.0, 50.0, 5.0, 10.0, 20.0","SLA018,  SLB002,  SLD055,  SLK002, SLH006, SLK002, SLK009, SLD060"
Vegetable Kottu,Devilled Fish,Vegetable Kottu with Devilled Fish,"Flour,  Carrot,  leeks,  Chilli, Fish,  Chili,  Curry leaves, Onion","70.0, 20.0, 20.0, 20.0, 50.0, 5.0, 5.0, 20.0","SLA018,  SLB002,  SLD055,  SLK002, SLF006, SLK002, SLK009, SLD060"
Vegetable Kottu,Ginger Chicken,Vegetable Kottu with Ginger Chicken,"Flour,  Carrot,  leeks,  Chilli, Chicken,  Ginger,  Chillies","70.0, 20.0, 20.0, 20.0, 50.0, 25.0, 10.0","SLA018,  SLB002,  SLD055,  SLK002, SLH006, SLK012, SLK002"
Vegetable Kottu,Ginger Chicken,Vegetable Kottu with Ginger Chicken,"Flour,  Carrot,  leeks,  Chilli, Chicken,  Ginger,  Chillies","70.0, 20.0, 20.0, 20.0, 50.0, 25.0, 10.0","SLA018,  SLB002,  SLD055,  SLK002, SLH006, SLK012, SLK002"
Chicken Kottu,Chicken Curry,Chicken Kottu with Chicken Curry,"Flour,  Carrot,  leeks,  Chicken,  Chilli, Chicken,  Coconut milk,  Spices","70.0, 20.0, 20.0, 40.0, 20.0, 40.0, 10.0, 5.0","SLA018,  SLB002,  SLD055,  SLH006,  SLK002, SLH006, SLI005, SLK006"
Chicken Kottu,Chicken Curry,Chicken Kottu with Chicken Curry,"Flour,  Carrot,  leeks,  Chicken,  Chilli, Chicken,  Coconut milk,  Spices","70.0, 20.0, 20.0, 40.0, 20.0, 40.0, 10.0, 5.0","SLA018,  SLB002,  SLD055,  SLH006,  SLK002, SLH006, SLI005, SLK006"
Chicken Kottu,Devilled Chicken,Chicken Kottu with Devilled Chicken,"Flour,  Carrot,  leeks,  Chicken,  Chilli, Chicken,  Chili,  Curry leaves, Onion","70.0, 20.0, 20.0, 40.0, 20.0, 50.0, 5.0, 10.0, 20.0","SLA018,  SLB002,  SLD055,  SLH006,  SLK002, SLH006, SLK002, SLK009, SLD060"
Chicken Kottu,Devilled Fish,Chicken Kottu with Devilled Fish,"Flour,  Carrot,  leeks,  Chicken,  Chilli, Fish,  Chili,  Curry leaves, Onion","70.0, 20.0, 20.0, 40.0, 20.0, 50.0, 5.0, 5.0, 20.0","SLA018,  SLB002,  SLD055,  SLH006,  SLK002, SLF006, SLK002, SLK009, SLD060"
Chicken Kottu,Ginger Chicken,Chicken Kottu with Ginger Chicken,"Flour,  Carrot,  leeks,  Chicken,  Chilli, Chicken,  Ginger,  Chillies","70.0, 20.0, 20.0, 40.0, 20.0, 50.0, 25.0, 10.0","SLA018,  SLB002,  SLD055,  SLH006,  SLK002, SLH006, SLK012, SLK002"
Chicken Kottu,Ginger Chicken,Chicken Kottu with Ginger Chicken,"Flour,  Carrot,  leeks,  Chicken,  Chilli, Chicken,  Ginger,  Chillies","70.0, 20.0, 20.0, 40.0, 20.0, 50.0, 25.0, 10.0","SLA018,  SLB002,  SLD055,  SLH006,  SLK002, SLH006, SLK012, SLK002"
Fish Kottu,Chicken Curry,Fish Kottu with Chicken Curry,"Flour,  Carrot,  leeks,  Fish,  Chilli, Chicken,  Coconut milk,  Spices","70.0, 20.0, 20.0, 40.0, 20.0, 40.0, 10.0, 5.0","SLA018,  SLB002,  SLD055,  SLF019, SLK002, SLH006, SLI005, SLK006"
Fish Kottu,Chicken Curry,Fish Kottu with Chicken Curry,"Flour,  Carrot,  leeks,  Fish,  Chilli, Chicken,  Coconut milk,  Spices","70.0, 20.0, 20.0, 40.0, 20.0, 40.0, 10.0, 5.0","SLA018,  SLB002,  SLD055,  SLF019, SLK002, SLH006, SLI005, SLK006"
Fish Kottu,Devilled Chicken,Fish Kottu with Devilled Chicken,"Flour,  Carrot,  leeks,  Fish,  Chilli, Chicken,  Chili,  Curry leaves, Onion","70.0, 20.0, 20.0, 40.0, 20.0, 50.0, 5.0, 10.0, 20.0","SLA018,  SLB002,  SLD055,  SLF019, SLK002, SLH006, SLK009, SLD060"
Fish Kottu,Devilled Fish,Fish Kottu with Devilled Fish,"Flour,  Carrot,  leeks,  Fish,  Chilli, Fish,  Chili,  Curry leaves, Onion","70.0, 20.0, 20.0, 40.0, 20.0, 50.0, 5.0, 5.0, 20.0","SLA018,  SLB002,  SLD055,  SLF019, SLK002, SLF006, SLK009, SLD060"
Fish Kottu,Ginger Chicken,Fish Kottu with Ginger Chicken,"Flour,  Carrot,  leeks,  Fish,  Chilli, Chicken,  Ginger,  Chillies","70.0, 20.0, 20.0, 40.0, 20.0, 50.0, 25.0, 10.0","SLA018,  SLB002,  SLD055,  SLF019, SLK002, SLH006, SLK012"
Fish Kottu,Ginger Chicken,Fish Kottu with Ginger Chicken,"Flour,  Carrot,  leeks,  Fish,  Chilli, Chicken,  Ginger,  Chillies","70.0, 20.0, 20.0, 40.0, 20.0, 50.0, 25.0, 10.0","SLA018,  SLB002,  SLD055,  SLF019, SLK002, SLH006, SLK012"
Egg Kottu,Chicken Curry,Egg Kottu with Chicken Curry,"Flour,  Carrot,  leeks,  Egg,  Chilli, Chicken,  Coconut milk,  Spices","70.0, 20.0, 20.0, 40.0, 20.0, 40.0, 10.0, 5.0","SLA018,  SLB002,  SLD055,  SLH001,  SLK002, SLH006, SLI005, SLK006"
Egg Kottu,Chicken Curry,Egg Kottu with Chicken Curry,"Flour,  Carrot,  leeks,  Egg,  Chilli, Chicken,  Coconut milk,  Spices","70.0, 20.0, 20.0, 40.0, 20.0, 40.0, 10.0, 5.0","SLA018,  SLB002,  SLD055,  SLH001,  SLK002, SLH006, SLI005, SLK006"
Egg Kottu,Devilled Chicken,Egg Kottu with Devilled Chicken,"Flour,  Carrot,  leeks,  Egg,  Chilli, Chicken,  Chili,  Curry leaves, Onion","70.0, 20.0, 20.0, 40.0, 20.0, 50.0, 5.0, 10.0, 20.0","SLA018,  SLB002,  SLD055,  SLH001,  SLK002, SLH006, SLK002, SLK009, SLD060"
Egg Kottu,Devilled Fish,Egg Kottu with Devilled Fish,"Flour,  Carrot,  leeks,  Egg,  Chilli, Fish,  Chili,  Curry leaves, Onion","70.0, 20.0, 20.0, 40.0, 20.0, 50.0, 5.0, 5.0, 20.0","SLA018,  SLB002,  SLD055,  SLH001,  SLK002, SLF006, SLK002, SLK009, SLD060"
Egg Kottu,Ginger Chicken,Egg Kottu with Ginger Chicken,"Flour,  Carrot,  leeks,  Egg,  Chilli, Chicken,  Ginger,  Chillies","70.0, 20.0, 20.0, 40.0, 20.0, 50.0, 25.0, 10.0","SLA018,  SLB002,  SLD055,  SLH001,  SLK002, SLH006, SLK012, SLK002"
Egg Kottu,Ginger Chicken,Egg Kottu with Ginger Chicken,"Flour,  Carrot,  leeks,  Egg,  Chilli, Chicken,  Ginger,  Chillies","70.0, 20.0, 20.0, 40.0, 20.0, 50.0, 25.0, 10.0","SLA018,  SLB002,  SLD055,  SLH001,  SLK002, SLH006, SLK012, SLK002"
Seafood Kottu,Chicken Curry,Seafood Kottu with Chicken Curry,"Flour,  Carrot,  leeks,  Fish,  Prawn, Chilli, Chicken,  Coconut milk,  Spices","70.0, 20.0, 20.0, 30.0, 30.0, 20.0, 40.0, 10.0, 5.0","SLA018,  SLB002,  SLD055,  SLF019,  SLF043,  SLK002, SLH006, SLI005, SLK006"
Seafood Kottu,Chicken Curry,Seafood Kottu with Chicken Curry,"Flour,  Carrot,  leeks,  Fish,  Prawn, Chilli, Chicken,  Coconut milk,  Spices","70.0, 20.0, 20.0, 30.0, 30.0, 20.0, 40.0, 10.0, 5.0","SLA018,  SLB002,  SLD055,  SLF019,  SLF043,  SLK002, SLH006, SLI005, SLK006"
Seafood Kottu,Devilled Chicken,Seafood Kottu with Devilled Chicken,"Flour,  Carrot,  leeks,  Fish,  Prawn, Chilli, Chicken,  Chili,  Curry leaves, Onion","70.0, 20.0, 20.0, 30.0, 30.0, 20.0, 50.0, 5.0, 10.0, 20.0","SLA018,  SLB002,  SLD055,  SLF019,  SLF043,  SLK002, SLH006, SLK002, SLK009, SLD060"
Seafood Kottu,Devilled Fish,Seafood Kottu with Devilled Fish,"Flour,  Carrot,  leeks,  Fish,  Prawn, Chilli, Fish,  Chili,  Curry leaves, Onion","70.0, 20.0, 20.0, 30.0, 30.0, 20.0, 50.0, 5.0, 5.0, 20.0","SLA018,  SLB002,  SLD055,  SLF019,  SLF043,  SLK002, SLF006, SLK002, SLK009, SLD060"
Seafood Kottu,Ginger Chicken,Seafood Kottu with Ginger Chicken,"Flour,  Carrot,  leeks,  Fish,  Prawn, Chilli, Chicken,  Ginger,  Chillies","70.0, 20.0, 20.0, 30.0, 30.0, 20.0, 50.0, 25.0, 10.0","SLA018,  SLB002,  SLD055,  SLF019,  SLF043,  SLK002, SLH006, SLK012, SLK002"
Seafood Kottu,Ginger Chicken,Seafood Kottu with Ginger Chicken,"Flour,  Carrot,  leeks,  Fish,  Prawn, Chilli, Chicken,  Ginger,  Chillies","70.0, 20.0, 20.0, 30.0, 30.0, 20.0, 50.0, 25.0, 10.0","SLA018,  SLB002,  SLD055,  SLF019,  SLF043,  SLK002, SLH006, SLK012, SLK002"
Egg Biryani,Ginger Chicken,Egg Biryani with Ginger Chicken,"Rice,  Egg,  onion,  Spices, curry leaves, Chicken,  Ginger,  Chillies","100.0, 50.0, 20.0, 5.0, 3.0, 50.0, 25.0, 10.0","SLA008, SLH001, SLD060, SLK006, SLK009, SLH006, SLK012, SLK002"
Egg Biryani,Chickpea Salad,Egg Biryani with Chickpea Salad,"Rice,  Egg,  onion,  Spices, curry leaves, Chickpeas,  Carrot,  Cabbage","100.0, 50.0, 20.0, 5.0, 3.0, 60.0, 30.0, 30.0","SLA008, SLH001, SLD060, SLK006, SLK009, SLI013, SLB002, SLD021"
Egg Biryani,Devilled Beef,Egg Biryani with Devilled Beef,"Rice,  Egg,  onion,  Spices, curry leaves, Beef,  Oil,  chillies","100.0, 50.0, 20.0, 5.0, 3.0, 80.0, 30.0, 5.0","SLA008, SLH001, SLD060, SLK006, SLK009, SLH016, SLJ002, SLK002"
Coconut Roti,Fish Ambul Thiyal,Coconut Roti with Fish Ambul Thiyal,"Coconut,  Flour, Fish,  Goraka,  Spices","30.0, 40.0, 80.0, 10.0, 10.0","SLI005, SLI019, SLF006, SLK005, SLK006"
Coconut Roti,Dhal Curry,Coconut Roti with Dhal Curry,"Coconut,  Flour, Dhal,  Coconut milk,  Spices, Termeric powder","30.0, 40.0, 80.0, 10.0, 5.0, 5.0","SLI005, SLI019, SLC009, SLK006, SLK019"
Coconut Roti,Chicken Curry,Coconut Roti with Chicken Curry,"Coconut,  Flour, Chicken,  Coconut milk,  Spices","30.0, 40.0, 40.0, 10.0, 5.0","SLI005, SLI019, SLH006, SLK006"
Coconut Roti,Lunu Miris,Coconut Roti with Lunu Miris,"Coconut,  Flour, Onion,  Chili,  Salt","30.0, 40.0, 20.0, 50.0, 30.0","SLI005, SLI019, SLD060, SLK002, SLE028, SLK011"
Coconut Roti,Fish Curry,Coconut Roti with Fish Curry,"Coconut,  Flour, Fish,  Coconut milk,  Spices, curry leaves","30.0, 40.0, 50.0, 20.0, 3.0, 2.0","SLI005, SLI019, SLF013, SLK006, SLK009"
Coconut Roti,Chicken Curry,Coconut Roti with Chicken Curry,"Coconut,  Flour, Chicken,  Coconut milk,  Spices","30.0, 40.0, 40.0, 10.0, 5.0","SLI005, SLI019, SLH006, SLK006"
Coconut Roti,Malu Mirisata,Coconut Roti with Malu Mirisata,"Coconut,  Flour, Fish,  Chili,  curry leaves","30.0, 40.0, 50.0, 10.0, 3.0","SLI005, SLI019, SLF013, SLK002, SLK009"
Coconut Roti,Cuttlefish Curry,Coconut Roti with Cuttlefish Curry,"Coconut,  Flour, Cuttlefish,  Coconut milk,  Spices","30.0, 40.0, 50.0, 25.0, 10.0","SLI005, SLI019, SLK007, SLK006"
Coconut Roti,Thalapath Fish Curry,Coconut Roti with Thalapath Fish Curry,"Coconut,  Flour, Thalapath fish,  Coconut milk,  Spices","30.0, 40.0, 50.0, 25.0, 10.0","SLI005, SLI019, SLF019, SLK006"
Coconut Roti,Seer Fish Curry,Coconut Roti with Seer Fish Curry,"Coconut,  Flour, Seer fish,  Coconut milk,  Chillies","30.0, 40.0, 50.0, 25.0, 10.0","SLI005, SLI019, SLF025,  SLI005, SLK002"
Coconut Roti,Seeni Sambol,Coconut Roti with Seeni Sambol,"Coconut,  Flour, Onion,  Sugar,  chillii","30.0, 40.0, 50.0, 5.0, 5.0","SLI005, SLI019, SLD060, SLI011, SLK002"
Kurakkan Roti,Fish Ambul Thiyal,Kurakkan Roti with Fish Ambul Thiyal,"Millet,  Flour, Fish,  Goraka,  Spices","40.0, 30.0, 80.0, 10.0, 10.0","SLA005, SLA018, SLF006, SLK005, SLK006"
Kurakkan Roti,Dhal Curry,Kurakkan Roti with Dhal Curry,"Millet,  Flour, Dhal,  Coconut milk,  Spices, Termeric powder","40.0, 30.0, 80.0, 10.0, 5.0, 5.0","SLA005, SLA018, SLC009, SLI005, SLK006, SLK019"
Kurakkan Roti,Chicken Curry,Kurakkan Roti with Chicken Curry,"Millet,  Flour, Chicken,  Coconut milk,  Spices","40.0, 30.0, 40.0, 10.0, 5.0","SLA005, SLA018, SLH006, SLI005, SLK006"
Kurakkan Roti,Lunu Miris,Kurakkan Roti with Lunu Miris,"Millet,  Flour, Onion,  Chili,  Salt","40.0, 30.0, 20.0, 50.0, 30.0","SLA005, SLA018, SLD060, SLK002, SLE028, SLK011"
Kurakkan Roti,Fish Curry,Kurakkan Roti with Fish Curry,"Millet,  Flour, Fish,  Coconut milk,  Spices, curry leaves","40.0, 30.0, 50.0, 20.0, 3.0, 2.0","SLA005, SLA018, SLF013, SLI005, SLK006, SLK009"
Kurakkan Roti,Chicken Curry,Kurakkan Roti with Chicken Curry,"Millet,  Flour, Chicken,  Coconut milk,  Spices","40.0, 30.0, 40.0, 10.0, 5.0","SLA005, SLA018, SLH006, SLI005, SLK006"
Kurakkan Roti,Malu Mirisata,Kurakkan Roti with Malu Mirisata,"Millet,  Flour, Fish,  Chili,  curry leaves","40.0, 30.0, 50.0, 10.0, 3.0","SLA005, SLA018, SLF013, SLK002, SLK009"
Kurakkan Roti,Cuttlefish Curry,Kurakkan Roti with Cuttlefish Curry,"Millet,  Flour, Cuttlefish,  Coconut milk,  Spices","40.0, 30.0, 50.0, 25.0, 10.0","SLA005, SLA018, SLK007, SLI005, SLK006"
Kurakkan Roti,Thalapath Fish Curry,Kurakkan Roti with Thalapath Fish Curry,"Millet,  Flour, Thalapath fish,  Coconut milk,  Spices","40.0, 30.0, 50.0, 25.0, 10.0","SLA005, SLA018, SLF019, SLI005, SLK006"
Kurakkan Roti,Seer Fish Curry,Kurakkan Roti with Seer Fish Curry,"Millet,  Flour, Seer fish,  Coconut milk,  Chillies","40.0, 30.0, 50.0, 25.0, 10.0","SLA005, SLA018, SLF025,  SLI005, SLK002"
Kurakkan Roti,Seeni Sambol,Kurakkan Roti with Seeni Sambol,"Millet,  Flour, Onion,  Sugar,  chillii","40.0, 30.0, 50.0, 5.0, 5.0","SLA005, SLA018, SLD060, SLI011, SLK002"
Kurakkan Roti,Fish Curry,Kurakkan Roti with Fish Curry,"Millet,  Flour, Fish,  Coconut milk,  Spices, curry leaves","40.0, 30.0, 50.0, 20.0, 3.0, 2.0","SLA005, SLA018, SLF013, SLI005, SLK006, SLK009"
Pol Roti,Fish Ambul Thiyal,Pol Roti with Fish Ambul Thiyal,"Coconut,  Flour, Fish,  Goraka,  Spices","30.0, 60.0, 5.0, 80.0, 10.0","SLI005, SLA018, SLF006, SLK005, SLK006"
Pol Roti,Dhal Curry,Pol Roti with Dhal Curry,"Coconut,  Flour, Dhal,  Coconut milk,  Spices, Termeric powder","30.0, 60.0, 5.0, 80.0, 10.0, 5.0","SLI005, SLA018, SLC009, SLK006, SLK019"
Pol Roti,Parippu,Pol Roti with Parippu,"Coconut,  Flour, Dhal,  Coconut milk, Termeric powder","30.0, 60.0, 5.0, 10.0, 10.0","SLI005, SLA018, SLC009, SLK019"
Pol Roti,Lunu Miris,Pol Roti with Lunu Miris,"Coconut,  Flour, Onion,  Chili,  Salt, Lime","30.0, 60.0, 5.0, 20.0, 50.0, 30.0","SLI005, SLA018, SLD060, SLK002, SLE028, SLK011"
Pol Roti,Seeni Sambol,Pol Roti with Seeni Sambol,"Coconut,  Flour, Onion,  Sugar,  chillii","30.0, 60.0, 5.0, 50.0, 5.0","SLI005, SLA018, SLD060, SLI011, SLK002"
Pol Roti,Fish Curry,Pol Roti with Fish Curry,"Coconut,  Flour, Fish,  Coconut milk,  Spices, curry leaves","30.0, 60.0, 5.0, 50.0, 20.0, 3.0","SLI005, SLA018, SLF013, SLK006, SLK009"
Pol Roti,Chicken Curry,Pol Roti with Chicken Curry,"Coconut,  Flour, Chicken,  Coconut milk,  Spices","30.0, 60.0, 5.0, 40.0, 10.0","SLI005, SLA018, SLH006, SLK006"
Pol Roti,Malu Mirisata,Pol Roti with Malu Mirisata,"Coconut,  Flour, Fish,  Chili,  curry leaves","30.0, 60.0, 5.0, 50.0, 10.0","SLI005, SLA018, SLF013, SLK002, SLK009"
Pol Roti,Elumas Curry,Pol Roti with Elumas Curry,"Coconut,  Flour, Goat,  Coconut milk,  Spices, curry leaves","30.0, 60.0, 5.0, 50.0, 20.0, 5.0","SLI005, SLA018, SLH018, SLK006, SLK009"
Pol Roti,Cuttlefish Curry,Pol Roti with Cuttlefish Curry,"Coconut,  Flour, Cuttlefish,  Coconut milk,  Spices","30.0, 60.0, 5.0, 50.0, 25.0","SLI005, SLA018, SLK007, SLK006"
Pol Roti,Thalapath Fish Curry,Pol Roti with Thalapath Fish Curry,"Coconut,  Flour, Thalapath fish,  Coconut milk,  Spices","30.0, 60.0, 5.0, 50.0, 25.0","SLI005, SLA018, SLF019, SLK006"
Pol Roti,Kochchi Sambol,Pol Roti with Kochchi Sambol,"Coconut,  Flour, Green chili,  Coconut","30.0, 60.0, 5.0, 10.0","SLI005, SLA018, SLK002"
Pol Roti,Seeni Sambol,Pol Roti with Seeni Sambol,"Coconut,  Flour, Onion,  Sugar,  chillii","30.0, 60.0, 5.0, 50.0, 5.0","SLI005, SLA018, SLD060, SLI011, SLK002"
Pol Roti,Fish Curry,Pol Roti with Fish Curry,"Coconut,  Flour, Fish,  Coconut milk,  Spices, curry leaves","30.0, 60.0, 5.0, 50.0, 20.0, 3.0","SLI005, SLA018, SLF013, SLK006, SLK009"
String Hopper Kottu,Chicken Curry,String Hopper Kottu with Chicken Curry,"String hoppers,  Chicken,  Carrot,  leaks,  Egg, Chicken,  Coconut milk,  Spices","100.0, 40.0, 25.0, 10.0, 50.0, 40.0, 10.0, 5.0","SLA012, SLE028, SLH006, SLB002, SLD055, SLH001, SLI005, SLK006"
String Hopper Kottu,Chicken Curry,String Hopper Kottu with Chicken Curry,"String hoppers,  Chicken,  Carrot,  leaks,  Egg, Chicken,  Coconut milk,  Spices","100.0, 40.0, 25.0, 10.0, 50.0, 40.0, 10.0, 5.0","SLA012, SLE028, SLH006, SLB002, SLD055, SLH001, SLI005, SLK006"
String Hopper Kottu,Malu Mirisata,String Hopper Kottu with Malu Mirisata,"String hoppers,  Chicken,  Carrot,  leaks,  Egg, Fish,  Chili,  curry leaves","100.0, 40.0, 25.0, 10.0, 50.0, 50.0, 10.0, 3.0","SLA012, SLE028, SLH006, SLB002, SLD055, SLH001, SLF013, SLK002, SLK009"
String Hopper Kottu,Elumas Curry,String Hopper Kottu with Elumas Curry,"String hoppers,  Chicken,  Carrot,  leaks,  Egg, Goat,  Coconut milk,  Spices, curry leaves","100.0, 40.0, 25.0, 10.0, 50.0, 50.0, 20.0, 5.0, 2.0","SLA012, SLE028, SLH006, SLB002, SLD055, SLH001, SLH018, SLI005, SLK006, SLK009"
Roast Bread,Fish Ambul Thiyal,Roast Bread with Fish Ambul Thiyal,"Flour,  sugar,  Oil, Fish,  Goraka,  Spices","50.0, 20.0, 20.0, 80.0, 10.0, 10.0","SLA018, SLJ002, SLF006, SLK005, SLK006"
Roast Bread,Dhal Curry,Roast Bread with Dhal Curry,"Flour,  sugar,  Oil, Dhal,  Coconut milk,  Spices, Termeric powder","50.0, 20.0, 20.0, 80.0, 10.0, 5.0, 5.0","SLA018, SLJ002, SLC009, SLI005, SLK006, SLK019"
Roast Bread,Chicken Curry,Roast Bread with Chicken Curry,"Flour,  sugar,  Oil, Chicken,  Coconut milk,  Spices","50.0, 20.0, 20.0, 40.0, 10.0, 5.0","SLA018, SLJ002, SLH006, SLI005, SLK006"
Roast Bread,Pol Sambol,Roast Bread with Pol Sambol,"Flour,  sugar,  Oil, Coconut,  Chili,  Onion, Lime, Garlic","50.0, 20.0, 20.0, 50.0, 5.0, 10.0, 3.0, 3.0","SLA018, SLJ002, SLI005, SLK002, SLD060, SLE028, SLK011"
Roast Bread,Parippu,Roast Bread with Parippu,"Flour,  sugar,  Oil, Dhal,  Coconut milk, Termeric powder","50.0, 20.0, 20.0, 10.0, 10.0, 5.0","SLA018, SLJ002, SLC009, SLI005, SLK019"
Roast Bread,Fish Curry,Roast Bread with Fish Curry,"Flour,  sugar,  Oil, Fish,  Coconut milk,  Spices, curry leaves","50.0, 20.0, 20.0, 50.0, 20.0, 3.0, 2.0","SLA018, SLJ002, SLF013, SLI005, SLK006, SLK009"
Roast Bread,Chicken Curry,Roast Bread with Chicken Curry,"Flour,  sugar,  Oil, Chicken,  Coconut milk,  Spices","50.0, 20.0, 20.0, 40.0, 10.0, 5.0","SLA018, SLJ002, SLH006, SLI005, SLK006"
Roast Bread,Bathala Curry,Roast Bread with Bathala Curry,"Flour,  sugar,  Oil, Sweet potato,  Coconut milk,  Spices, curry leaves","50.0, 20.0, 20.0, 50.0, 20.0, 5.0, 3.0","SLA018, SLJ002, SLB010, SLI005, SLK006, SLK009"
Roast Bread,Malu Mirisata,Roast Bread with Malu Mirisata,"Flour,  sugar,  Oil, Fish,  Chili,  curry leaves","50.0, 20.0, 20.0, 50.0, 10.0, 3.0","SLA018, SLJ002, SLF013, SLK002, SLK009"
Roast Bread,Elumas Curry,Roast Bread with Elumas Curry,"Flour,  sugar,  Oil, Goat,  Coconut milk,  Spices, curry leaves","50.0, 20.0, 20.0, 50.0, 20.0, 5.0, 2.0","SLA018, SLJ002, SLH018, SLI005, SLK006, SLK009"
Roast Bread,Potato Curry,Roast Bread with Potato Curry,"Flour,  sugar,  Oil, Potato,  Coconut milk,  Spices, curry leaves, Turmeric Powder","50.0, 20.0, 20.0, 20.0, 30.0, 10.0, 5.0, 2.0","SLA018, SLJ002, SLB006, SLI005, SLK006, SLK009, SKL019"
Roast Bread,Cuttlefish Curry,Roast Bread with Cuttlefish Curry,"Flour,  sugar,  Oil, Cuttlefish,  Coconut milk,  Spices","50.0, 20.0, 20.0, 50.0, 25.0, 10.0","SLA018, SLJ002, SLK007, SLI005, SLK006"
Roast Bread,Thalapath Fish Curry,Roast Bread with Thalapath Fish Curry,"Flour,  sugar,  Oil, Thalapath fish,  Coconut milk,  Spices","50.0, 20.0, 20.0, 50.0, 25.0, 10.0","SLA018, SLJ002, SLF019, SLI005, SLK006"
Roast Bread,Chickpea Curry,Roast Bread with Chickpea Curry,"Flour,  sugar,  Oil, Chickpea,  Coconut milk,  Chillies","50.0, 20.0, 20.0, 50.0, 25.0, 10.0","SLA018, SLJ002, SLI013, SLI005, SLK004"
Roast Bread,Seer Fish Curry,Roast Bread with Seer Fish Curry,"Flour,  sugar,  Oil, Seer fish,  Coconut milk,  Chillies","50.0, 20.0, 20.0, 50.0, 25.0, 10.0","SLA018, SLJ002, SLF025,  SLI005, SLK002"
Roast Bread,Egg Curry,Roast Bread with Egg Curry,"Flour,  sugar,  Oil, Egg,  Coconut milk,  Chillies","50.0, 20.0, 20.0, 50.0, 25.0, 10.0","SLA018, SLJ002, SLH001,  SLI005, SLK002"
Roast Bread,Coconut Sambol,Roast Bread with Coconut Sambol,"Flour,  sugar,  Oil, Coconut,  Chili,  Onion","50.0, 20.0, 20.0, 50.0, 15.0, 20.0","SLA018, SLJ002, SLI005,  SLK002, SLD060"
Roast Bread,Kiri Hodi,Roast Bread with Kiri Hodi,"Flour,  sugar,  Oil, Coconut milk","50.0, 20.0, 20.0, 60.0","SLA018, SLJ002, SLI005"
Roast Bread,Maalu Badun,Roast Bread with Maalu Badun,"Flour,  sugar,  Oil, Fish","50.0, 20.0, 35.0, 90.0","SLA018, SLJ002, SLF035"
Roast Bread,Spicy Crab,Roast Bread with Spicy Crab,"Flour,  sugar,  Oil, Crab,  chillies","50.0, 20.0, 40.0, 70.0, 10.0","SLA018, SLJ002, SLF045, SLK002"
Roast Bread,Sprats Fry,Roast Bread with Sprats Fry,"Flour,  sugar,  Oil, Dried fish,  Chillies","50.0, 20.0, 40.0, 40.0, 10.0","SLA018, SLJ002, SLF019, SLK002"
Roast Bread,Simmered Fish Roe,Roast Bread with Simmered Fish Roe,"Flour,  sugar,  Oil, Fish,  flour,  egg","50.0, 20.0, 50.0, 70.0, 20.0, 10.0","SLA018, SLJ002, SLF054, SLH001"
Roast Bread,Tender Jackfruit Fry,Roast Bread with Tender Jackfruit Fry,"Flour,  sugar,  Oil, Jackfruit","50.0, 20.0, 40.0, 90.0","SLA018, SLJ002, SLD049"
Roast Bread,Polos Ambula,Roast Bread with Polos Ambula,"Flour,  sugar,  Oil, Jackfruit,  coconut milk,  chillies,  curry leaves","50.0, 20.0, 20.0, 80.0, 30.0, 10.0, 10.0","SLA018, SLJ002, SLD049, SLI005, SLK002, SLK009"
